0.000000000000000000e+00;-5.410632147308992224e+00;1.207675279900907173e+00;1.200553800000000004e+00;3.415569999999999717e-02;6.000000000000000000e+00;0.000000000000000000e+00
4.998233000000000259e-01;-5.867164003092971925e+00;1.380464946707582463e+00;1.217277699999999907e+00;3.275879999999999764e-02;6.000000000000000000e+00;0.000000000000000000e+00
9.996466000000000518e-01;-6.326877821673692281e+00;1.545905854356346643e+00;1.233300300000000016e+00;3.135410000000000280e-02;6.000000000000000000e+00;0.000000000000000000e+00
1.499470000000000081e+00;-6.789644983147371526e+00;1.704307990374152482e+00;1.248570299999999911e+00;2.974829999999999836e-02;6.000000000000000000e+00;0.000000000000000000e+00
1.999293299999999940e+00;-7.255255872683493479e+00;1.855987703563475311e+00;1.263038799999999906e+00;2.814140000000000044e-02;6.000000000000000000e+00;0.000000000000000000e+00
2.499116599999999799e+00;-7.723511361941713282e+00;2.001283973288023876e+00;1.276656400000000025e+00;2.634950000000000139e-02;6.000000000000000000e+00;0.000000000000000000e+00
2.998939899999999881e+00;-8.194254949651149644e+00;2.140582820138615894e+00;1.289379700000000017e+00;2.455449999999999994e-02;6.000000000000000000e+00;0.000000000000000000e+00
3.498763299999999798e+00;-8.667291953863506038e+00;2.274275530547139379e+00;1.301161800000000035e+00;2.259169999999999928e-02;6.000000000000000000e+00;0.000000000000000000e+00
3.998586599999999880e+00;-9.142483403617466919e+00;2.402800883124486475e+00;1.311963900000000072e+00;2.062800000000000050e-02;6.000000000000000000e+00;0.000000000000000000e+00
4.498409900000000405e+00;-9.619644000479143031e+00;2.526596616843413745e+00;1.321765499999999927e+00;1.859250000000000139e-02;6.000000000000000000e+00;0.000000000000000000e+00
4.998233199999999599e+00;-1.009862815973019146e+01;2.646125895773323577e+00;1.330550499999999969e+00;1.657130000000000061e-02;6.000000000000000000e+00;0.000000000000000000e+00
5.498056599999999960e+00;-1.057925356266898831e+01;2.761838957814028106e+00;1.338367000000000084e+00;1.470579999999999977e-02;6.000000000000000000e+00;0.000000000000000000e+00
5.997879900000000042e+00;-1.106132127205656346e+01;2.874157147839525805e+00;1.345257200000000042e+00;1.311479999999999937e-02;6.000000000000000000e+00;0.000000000000000000e+00
6.497703200000000123e+00;-1.154419099040710250e+01;2.983228984550609031e+00;1.352136000000000005e+00;1.441029999999999915e-02;6.000000000000000000e+00;0.000000000000000000e+00
6.997526500000000205e+00;-1.202731587808431613e+01;3.088706877888384383e+00;1.359676799999999908e+00;1.627970000000000111e-02;6.000000000000000000e+00;0.000000000000000000e+00
7.497349899999999678e+00;-1.250978671475437132e+01;3.189764243576859837e+00;1.369560499999999958e+00;2.326960000000000139e-02;6.000000000000000000e+00;0.000000000000000000e+00
7.997173199999999760e+00;-1.299094647885135956e+01;3.284719757738747248e+00;1.382940000000000058e+00;3.030909999999999854e-02;6.000000000000000000e+00;0.000000000000000000e+00
8.496996499999999841e+00;-1.347102866953755651e+01;3.371917253024945715e+00;1.399942500000000090e+00;3.772709999999999952e-02;6.000000000000000000e+00;0.000000000000000000e+00
8.996819800000000811e+00;-1.395006928661397616e+01;3.449625451076605120e+00;1.420656700000000106e+00;4.516049999999999925e-02;6.000000000000000000e+00;0.000000000000000000e+00
9.496643100000000004e+00;-1.434044049999999970e+01;4.210625199999999957e+00;1.445092999999999961e+00;5.262320000000000192e-02;6.000000000000000000e+00;0.000000000000000000e+00
9.996466500000000366e+00;-1.483708960000000054e+01;4.266447600000000229e+00;1.473268699999999987e+00;6.015349999999999864e-02;6.000000000000000000e+00;0.000000000000000000e+00
1.049628979999999956e+01;-1.533524019999999943e+01;4.307312099999999866e+00;1.505272299999999897e+00;6.791460000000000552e-02;6.000000000000000000e+00;0.000000000000000000e+00
1.099611310000000053e+01;-1.583443549999999966e+01;4.331242999999999732e+00;1.541167900000000035e+00;7.577269999999999839e-02;6.000000000000000000e+00;-5.641049000000000202e-01
1.149593639999999972e+01;-1.633420909999999893e+01;4.336244599999999672e+00;1.581098200000000009e+00;8.403080000000000271e-02;5.952822399999999625e+00;-1.904859199999999975e+00
1.199575980000000008e+01;-1.683371430000000046e+01;4.320256500000000166e+00;1.625184100000000020e+00;9.236679999999999890e-02;5.790674199999999772e+00;-1.806253099999999945e+00
1.249558309999999928e+01;-1.733192830000000129e+01;4.281235699999999866e+00;1.673428899999999997e+00;1.007281000000000010e-01;5.632609800000000000e+00;-1.718666299999999980e+00
1.299540640000000025e+01;-1.782757000000000147e+01;4.217187199999999692e+00;1.725900599999999896e+00;1.094103000000000020e-01;5.477977199999999769e+00;-1.616713199999999961e+00
1.349522969999999944e+01;-1.831885099999999866e+01;4.126137400000000177e+00;1.783014199999999994e+00;1.192254999999999981e-01;5.328423100000000190e+00;-1.523098400000000074e+00
1.399505309999999980e+01;-1.880401780000000045e+01;4.005942400000000347e+00;1.845120400000000105e+00;1.294618999999999909e-01;5.183582900000000215e+00;-1.401964999999999906e+00
1.449487640000000077e+01;-1.928019859999999852e+01;3.854644899999999819e+00;1.912749299999999986e+00;1.413388999999999895e-01;5.046589199999999664e+00;-1.317966699999999935e+00
1.499469969999999996e+01;-1.974461459999999846e+01;3.670063499999999923e+00;1.986433399999999905e+00;1.525240999999999958e-01;4.914322099999999693e+00;-1.310913900000000076e+00
1.549452299999999916e+01;-2.019341869999999872e+01;3.450875900000000218e+00;2.064364600000000216e+00;1.595543000000000100e-01;4.779132899999999573e+00;-1.339777199999999890e+00
1.599434639999999952e+01;-2.062372889999999970e+01;3.196379999999999999e+00;2.146181299999999847e+00;1.702990000000000059e-01;4.636896300000000082e+00;-1.017127799999999915e+00
1.649416970000000049e+01;-2.103033830000000037e+01;2.906156900000000043e+00;2.237236900000000084e+00;1.945002999999999871e-01;4.525929600000000441e+00;-6.765453000000000161e-01
1.699399299999999968e+01;-2.140706910000000107e+01;2.577608099999999958e+00;2.340779400000000177e+00;2.183335999999999888e-01;4.450587900000000374e+00;-3.223495000000000110e-01
1.749381629999999888e+01;-2.174577439999999839e+01;2.210018199999999933e+00;2.455174599999999874e+00;2.401205999999999896e-01;4.414238000000000106e+00;-1.217800000000000002e-03
1.799363960000000162e+01;-2.203765999999999892e+01;1.804891400000000035e+00;2.581072400000000044e+00;2.566170999999999869e-01;4.414100099999999749e+00;-1.217800000000000002e-03
1.849346299999999843e+01;-2.227629860000000050e+01;1.365653800000000029e+00;2.705490800000000196e+00;2.416626000000000052e-01;4.413962200000000280e+00;2.904552000000000245e-01
1.899328630000000118e+01;-2.245988820000000175e+01;9.015014999999999556e-01;2.823653199999999863e+00;2.331128000000000089e-01;4.446730800000000094e+00;3.893290999999999835e-01
1.949310960000000037e+01;-2.258830010000000144e+01;4.188902999999999932e-01;2.939046100000000106e+00;2.285436000000000134e-01;4.490279100000000412e+00;3.907059999999999977e-01
1.999293289999999956e+01;-2.266088999999999842e+01;-7.507930000000000159e-02;3.051840400000000120e+00;2.225592999999999877e-01;4.533560900000000338e+00;4.244144000000000250e-01
2.049275629999999992e+01;-2.267821100000000101e+01;-5.741264000000000367e-01;-3.121682700000000033e+00;2.171125999999999889e-01;4.580113400000000112e+00;4.442234999999999934e-01
2.099257959999999912e+01;-2.264124010000000098e+01;-1.072806099999999985e+00;-3.013799899999999976e+00;2.120767000000000069e-01;4.628337199999999818e+00;4.556593999999999922e-01
2.149240289999999831e+01;-2.255197289999999910e+01;-1.564375999999999989e+00;-2.911209500000000006e+00;1.988764000000000087e-01;4.677285900000000218e+00;6.478125000000000133e-01
2.199222620000000106e+01;-2.241424779999999828e+01;-2.044818799999999825e+00;-2.814607200000000198e+00;1.859870999999999885e-01;4.746007500000000157e+00;8.093103999999999854e-01
2.249204960000000142e+01;-2.223265749999999841e+01;-2.510474299999999825e+00;-2.726552100000000145e+00;1.664663999999999866e-01;4.830487699999999940e+00;1.114280200000000054e+00
2.299187290000000061e+01;-2.201302980000000176e+01;-2.959251500000000146e+00;-2.647788499999999878e+00;1.500596999999999903e-01;4.944441099999999700e+00;1.329887999999999959e+00
